Gene_ID,Tau,Maximum_Tissue,Maximum_Median_TPM,Maximum_Tissue_Group,Tissues_with_Median_TPM_ge_5,Number_of_Tissues_with_Median_TPM_ge_5,Full_Gene_ID,Chromosome,Sequence_ID,Start,End,Strand,Gene_Length_bp,Description,Description_full,GO,InterPro,Pfam,PANTHER,Gene3D,Prosite,Superfamily,SMART,Dbxref_raw,Gene3D_IPRscan,PANTHER_IPRscan,Pfam_IPRscan,Prosite_IPRscan,Superfamily_IPRscan,SMART_IPRscan,PRINTS_IPRscan,Coils_IPRscan,TIGRFAM_IPRscan,Hamap_IPRscan,PIRSF_IPRscan,IPRscan_domain_descriptions,IPRscan_protein_isoforms,IPRscan_databases,IPRscan_unique_signatures,IPRscan_total_matches,Pfam_combined,PANTHER_combined,Gene3D_combined,Prosite_combined,Superfamily_combined,SMART_combined,TF_Family,TF_Mapping_Status,TF_Family_Conflict,Any_Ambiguous_Mapping,Number_of_supporting_NCBI_genes,Number_of_supporting_TF_proteins,Supporting_NCBI_genes,Supporting_PlantTFDB_Proteins,Maximum_Percent_Identity,Maximum_Query_Coverage,Maximum_Bitscore,Number_of_Tissues_TPM_ge_1,Number_of_Tissues_TPM_ge_5,Minimum_Median_TPM,Maximum_Median_TPM_Recalculated,Mean_Median_TPM,Median_Median_TPM,SD_Median_TPM,CV_Median_TPM,Maximum_Tissue_Recalculated,Expression_Class,Housekeeping_Stability_Score
Ca_03661,0.3984218345548308,Root tip,57.040062,Root/Nodule,Root tip;Root Hair;Petal;Flower 2;Seed 10 dap;Flower 1;SAM;Gynoecium;Flower 3;Embryo;Germinating Seedling;Seed Coat;Flower 4;Flower bud 1;Flower 5;Flower bud 2;Flower bud 4;Flower bud 3;Endosperm;Seed 5 dap;Sepal;Young leaf;Pod Shell;Root;Seed 20 dap;Shoot;Mature leaf;Nodule;Bracteole;Pedicel;Seed 30 dap;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_03661,chr02,cicar.CDCFrontier.gnm2.chr02,9687665,9694217,-,6553,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein; IPR002130 (Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain); GO:0003755 (peptidyl-prolyl cis-trans isomerase activity), GO:0006457 (protein folding)","GO:0003755,GO:0006457",IPR002130,PF00160,PTHR11071;PTHR11071:SF17,G3DSA:2.40.100.10,PS50072,SSF50891,NA,"Gene3D:G3DSA:2.40.100.10,InterPro:IPR002130,PANTHER:PTHR11071,PANTHER:PTHR11071:SF17,Pfam:PF00160,Prosite:PS50072,Superfamily:SSF50891",G3DSA:2.40.100.10,PTHR11071;PTHR11071:SF17,PF00160,PS50072,SSF50891,NA,NA,NA,NA,NA,NA,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.;Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,1,5,6,6,PF00160,PTHR11071;PTHR11071:SF17,G3DSA:2.40.100.10,PS50072,SSF50891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,14.880011,57.040062,35.024243546875,35.4219675,11.012830338581137,0.31443449517594924,Root tip,Ubiquitous,0.7128563297307801
Ca_24030,0.3998617516392613,Root tip,489.218214,Root/Nodule,Root tip;Flower bud 2;Flower bud 3;Petal;Embryo;Flower bud 1;Endosperm;Androecium;Flower bud 4;Germinating Seedling;Seed Coat;Gynoecium;Young leaf;Flower 4;Flower 2;Seed 10 dap;Flower 1;SAM;Flower 3;Root Hair;Sepal;Flower 5;Bracteole;Seed 20 dap;Pod Shell;Pedicel;Nodule;Seed 5 dap;Mature leaf;Shoot;Root;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_24030,chr08,cicar.CDCFrontier.gnm2.chr08,13448885,13452850,-,3966,NADH dehydrogenase 1 alpha subcomplex subunit 5 n=2 Tax=Ictalurus RepID=E3TCY2_9TELE,"NADH dehydrogenase 1 alpha subcomplex subunit 5 n=2 Tax=Ictalurus RepID=E3TCY2_9TELE; IPR006806 (ETC complex I subunit); GO:0005743 (mitochondrial inner membrane), GO:0022904 (respiratory electron transport chain)","GO:0005743,GO:0016651,GO:0022904",IPR006806,PF04716,PTHR12653,NA,NA,NA,NA,"InterPro:IPR006806,PANTHER:PTHR12653,Pfam:PF04716",NA,PTHR12653,PF04716,NA,NA,NA,NA,NA,NA,NA,NA,ETC complex I subunit conserved region,1,2,2,2,PF04716,PTHR12653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,124.6352905,489.218214,299.711676140625,307.56785749999995,93.84104344030239,0.31310439636082804,Root tip,Ubiquitous,0.7129661480000893
Ca_03603,0.3830145664424616,Root Hair,106.983622,Root/Nodule,Root Hair;Flower 2;Flower 3;Root;Flower 1;Pedicel;Shoot;SAM;Androecium;Flower bud 2;Flower bud 3;Flower 4;Flower 5;Flower bud 4;Germinating Seedling;Flower bud 1;Pod Shell;Mature leaf;Petal;Sepal;Nodule;Gynoecium;Embryo;Root tip;Bracteole;Endosperm;Young leaf;Seed Coat;Seed 5 dap;Seed 10 dap;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_03603,chr02,cicar.CDCFrontier.gnm2.chr02,8577312,8581623,+,4312,serine/threonine protein phosphatase 2A,serine/threonine protein phosphatase 2A; IPR004843 (Phosphoesterase domain); GO:0016787 (hydrolase activity),GO:0016787,IPR004843;IPR006186,PF00149,PTHR11668;PTHR11668:SF21,G3DSA:3.60.21.10,PS00125,SSF56300,SM00156,"Gene3D:G3DSA:3.60.21.10,InterPro:IPR004843,InterPro:IPR006186,PANTHER:PTHR11668,PANTHER:PTHR11668:SF21,PRINTS:PR00114,Pfam:PF00149,Prosite:PS00125,SMART:SM00156,Superfamily:SSF56300",G3DSA:3.60.21.10,PTHR11668;PTHR11668:SF21,PF00149,PS00125,SSF56300,SM00156,PR00114,NA,NA,NA,NA,"Calcineurin-like phosphoesterase;Protein phosphatase 2A homologues, catalytic domain.;Serine/threonine phosphatase family signature;Serine/threonine specific protein phosphatases signature.",1,7,8,14,PF00149,PTHR11668;PTHR11668:SF21,G3DSA:3.60.21.10,PS00125,SSF56300,SM00156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,7.8383305,106.983622,67.287845328125,69.40101899999999,22.226050688530343,0.3303130094320361,Root Hair,Ubiquitous,0.7133275758744977
Ca_09670,0.39491541261496343,Seed 5 dap,46.048167,Seed/Pod,Seed 5 dap;Gynoecium;Seed 10 dap;Petal;Pod Shell;SAM;Flower bud 1;Embryo;Flower bud 2;Root tip;Flower bud 3;Germinating Seedling;Seed Coat;Flower 5;Flower 2;Flower 3;Flower bud 4;Seed 30 dap;Flower 4;Pedicel;Flower 1;Seed 20 dap;Shoot;Root;Sepal;Young leaf;Endosperm;Nodule;Root Hair;Mature leaf;Bracteole;Androecium,32,cicar.CDCFrontier.gnm2.ann1.Ca_09670,chr04,cicar.CDCFrontier.gnm2.chr04,12980537,12985798,+,5262,Cysteine and histidine-rich domain-containing protein RAR1 n=10 Tax=Arabidopsis RepID=RAR1_ARATH,Cysteine and histidine-rich domain-containing protein RAR1 n=10 Tax=Arabidopsis RepID=RAR1_ARATH; IPR007051 (Cysteine/histidine-rich domain),NA,IPR007051,PF04968,PTHR12621,NA,PS51401,NA,NA,"InterPro:IPR007051,PANTHER:PTHR12621,Pfam:PF04968,Prosite:PS51401",NA,PTHR12621,PF04968,PS51401,NA,NA,NA,NA,NA,NA,NA,CHORD;CHORD domain profile.,1,3,3,5,PF04968,PTHR12621,NA,PS51401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.728416,46.048167,28.43132146875,27.934659,9.054584217985937,0.31847215501179543,Seed 5 dap,Ubiquitous,0.7133875676267589
Ca_13722,0.3998218380865513,SAM,57.733403,Leaf/Shoot/SAM,SAM;Root tip;Flower bud 2;Flower bud 3;Flower bud 1;Germinating Seedling;Flower bud 4;Young leaf;Flower 4;Flower 5;Flower 3;Embryo;Flower 1;Flower 2;Seed Coat;Seed 10 dap;Gynoecium;Petal;Root;Bracteole;Mature leaf;Seed 5 dap;Endosperm;Shoot;Sepal;Pod Shell;Androecium;Root Hair;Nodule;Pedicel;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_13722,chr05,cicar.CDCFrontier.gnm2.chr05,61733505,61735584,-,2080,30S ribosomal protein S13,"30S ribosomal protein S13; IPR001892 (Ribosomal protein S13), IPR010979 (Ribosomal protein S13-like, H2TH), IPR027437 (30s ribosomal protein S13, C-terminal); GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding), GO:0003735 (structural constituent of ribosome), GO:0005622 (intracellular), GO:0005840 (ribosome), GO:0006412 (translation)","GO:0003676,GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412",IPR001892;IPR010979;IPR018269;IPR027437,PF00416,PTHR10871,G3DSA:1.10.8.50;G3DSA:4.10.910.10,PS00646;PS50159,SSF46946,NA,"Gene3D:G3DSA:1.10.8.50,Gene3D:G3DSA:4.10.910.10,HAMAP:MF_01315,InterPro:IPR001892,InterPro:IPR010979,InterPro:IPR018269,InterPro:IPR027437,PANTHER:PTHR10871,Pfam:PF00416,Prosite:PS00646,Prosite:PS50159,Superfamily:SSF46946",G3DSA:1.10.8.50;G3DSA:4.10.910.10,PTHR10871,PF00416,PS00646;PS50159,SSF46946,NA,NA,NA,NA,MF_01315,NA,30S ribosomal protein S13 [rpsM].;Ribosomal protein S13 family profile.;Ribosomal protein S13 signature.;Ribosomal protein S13/S18,1,7,8,8,PF00416,PTHR10871,G3DSA:1.10.8.50;G3DSA:4.10.910.10,PS00646;PS50159,SSF46946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,13.072271,57.733403,35.371673796875,34.307362499999996,11.116516580021885,0.3142773690569317,SAM,Ubiquitous,0.7140992071434831
Ca_20868,0.39349903307054174,Gynoecium,88.985125,Flower organs,Gynoecium;SAM;Embryo;Seed 10 dap;Flower 4;Root tip;Flower bud 1;Endosperm;Flower bud 2;Young leaf;Germinating Seedling;Flower 3;Flower 5;Seed 5 dap;Flower 2;Petal;Flower 1;Flower bud 3;Flower bud 4;Seed Coat;Shoot;Pod Shell;Sepal;Mature leaf;Root;Pedicel;Bracteole;Seed 20 dap;Root Hair;Androecium;Nodule;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_20868,chr07,cicar.CDCFrontier.gnm2.chr07,14082948,14086636,+,3689,"DNA-directed RNA polymerase, RBP11-like","DNA-directed RNA polymerase, RBP11-like; IPR009025 (DNA-directed RNA polymerase, RBP11-like dimerisation domain); GO:0003677 (DNA binding), GO:0003899 (DNA-directed RNA polymerase activity), GO:0046983 (protein dimerization activity)","GO:0003677,GO:0003899,GO:0006351,GO:0046983",IPR008193;IPR009025,PF13656,PTHR13946;PTHR13946:SF16,G3DSA:3.30.1360.10,PS01154,SSF55257,NA,"Coils:Coil,Gene3D:G3DSA:3.30.1360.10,InterPro:IPR008193,InterPro:IPR009025,PANTHER:PTHR13946,PANTHER:PTHR13946:SF16,Pfam:PF13656,Prosite:PS01154,Superfamily:SSF55257",G3DSA:3.30.1360.10,PTHR13946;PTHR13946:SF16,PF13656,PS01154,SSF55257,NA,NA,Coil,NA,NA,NA,RNA polymerase Rpb3/Rpb11 dimerisation domain;RNA polymerases L / 13 to 16 Kd subunits signature.,1,6,7,7,PF13656,PTHR13946;PTHR13946:SF16,G3DSA:3.30.1360.10,PS01154,SSF55257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,22.7458665,88.985125,55.063800625,59.5141655,17.692424659526587,0.32130772773962674,Gynoecium,Ubiquitous,0.7148067608101685
Ca_03579,0.3826672283981348,Root Hair,64.330742,Root/Nodule,Root Hair;Root;Seed 5 dap;Flower 5;Shoot;Androecium;Gynoecium;Petal;Seed 10 dap;SAM;Flower bud 4;Germinating Seedling;Flower 1;Seed Coat;Pod Shell;Flower bud 3;Flower 3;Flower bud 1;Flower bud 2;Flower 2;Sepal;Root tip;Flower 4;Nodule;Mature leaf;Young leaf;Pedicel;Bracteole;Seed 20 dap;Endosperm;Seed 30 dap;Embryo,32,cicar.CDCFrontier.gnm2.ann1.Ca_03579,chr02,cicar.CDCFrontier.gnm2.chr02,8218760,8228102,-,9343,zinc finger MYND domain-containing protein 15-like [Glycine max],"zinc finger MYND domain-containing protein 15-like [Glycine max]; IPR002893 (Zinc finger, MYND-type)",NA,IPR002893,PF01753,PTHR31354;PTHR31354:SF0,NA,PS50865,SSF144232,NA,"InterPro:IPR002893,PANTHER:PTHR31354,PANTHER:PTHR31354:SF0,Pfam:PF01753,Prosite:PS50865,Superfamily:SSF144232",NA,PTHR31354;PTHR31354:SF0,PF01753,PS50865,SSF144232,NA,NA,NA,NA,NA,NA,MYND finger;Zinc finger MYND-type profile.,1,4,5,5,PF01753,PTHR31354;PTHR31354:SF0,NA,PS50865,SSF144232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,10.39492,64.330742,40.48276484375,44.280798000000004,13.449400546439387,0.3322253457329211,Root Hair,Ubiquitous,0.7148925741310559
Ca_07048,0.37897073138073023,Gynoecium,35.943361,Flower organs,Gynoecium;Flower 3;Flower 2;Seed 5 dap;Seed 10 dap;Flower 1;Petal;Flower bud 2;Flower 4;Flower bud 1;Flower 5;Root tip;Flower bud 3;SAM;Flower bud 4;Young leaf;Mature leaf;Pod Shell;Sepal;Bracteole;Endosperm;Androecium;Germinating Seedling;Seed Coat;Root Hair;Nodule;Shoot;Embryo;Root;Pedicel;Seed 20 dap;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_07048,chr03,cicar.CDCFrontier.gnm2.chr03,64646988,64650133,+,3146,PHD finger protein-related,"PHD finger protein-related; IPR013083 (Zinc finger, RING/FYVE/PHD-type), IPR024610 (Inhibitor of growth protein, N-terminal), IPR028651 (ING family); GO:0005515 (protein binding), GO:0005634 (nucleus), GO:0008270 (zinc ion binding), GO:0016568 (chromatin modification), GO:0035064 (methylated histone residue binding)","GO:0005515,GO:0005634,GO:0008270,GO:0016568,GO:0035064",IPR001965;IPR011011;IPR013083;IPR019787;IPR024610;IPR028651;IPR028652,PF00628;PF12998,PTHR10333;PTHR10333:SF42,G3DSA:3.30.40.10,PS50016,SSF57903,SM00249,"Gene3D:G3DSA:3.30.40.10,InterPro:IPR001965,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019787,InterPro:IPR024610,InterPro:IPR028651,InterPro:IPR028652,PANTHER:PTHR10333,PANTHER:PTHR10333:SF42,Pfam:PF00628,Pfam:PF12998,Prosite:PS50016,SMART:SM00249,Superfamily:SSF57903",G3DSA:3.30.40.10,PTHR10333;PTHR10333:SF42,PF00628;PF12998,PS50016,SSF57903,SM00249,NA,NA,NA,NA,NA,Inhibitor of growth proteins N-terminal histone-binding;PHD-finger;PHD zinc finger;Zinc finger PHD-type profile.,1,6,8,8,PF00628;PF12998,PTHR10333;PTHR10333:SF42,G3DSA:3.30.40.10,PS50016,SSF57903,SM00249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,7.0495775,35.943361,22.7475505,23.615256000000002,7.642109801639208,0.3359530865373486,Gynoecium,Ubiquitous,0.7149238179180788
Ca_03439,0.3915320708489703,Flower bud 2,16.569223,Flower organs,Flower bud 2;Androecium;Flower 1;Flower bud 1;Seed 5 dap;Pod Shell;Flower bud 3;Flower 2;Pedicel;SAM;Endosperm;Seed 10 dap;Seed Coat;Flower bud 4;Root;Petal;Flower 3;Germinating Seedling;Flower 5;Nodule;Flower 4;Gynoecium;Root Hair;Root tip;Sepal;Shoot;Embryo;Mature leaf;Bracteole;Young leaf,30,cicar.CDCFrontier.gnm2.ann1.Ca_03439,chr02,cicar.CDCFrontier.gnm2.chr02,5895322,5897799,-,2478,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial n=2 Tax=Rosaceae RepID=M5Y370_PRUPE","Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial n=2 Tax=Rosaceae RepID=M5Y370_PRUPE; IPR007715 (Ubiquinone biosynthesis protein Coq4); GO:0005743 (mitochondrial inner membrane), GO:0006744 (ubiquinone biosynthetic process)","GO:0005743,GO:0006744",IPR007715;IPR027540,PF05019,PTHR12922;PTHR12922:SF5,NA,NA,NA,NA,"HAMAP:MF_03111,InterPro:IPR007715,InterPro:IPR027540,PANTHER:PTHR12922,PANTHER:PTHR12922:SF5,Pfam:PF05019",NA,PTHR12922;PTHR12922:SF5,PF05019,NA,NA,NA,NA,NA,NA,MF_03111,NA,"Coenzyme Q (ubiquinone) biosynthesis protein Coq4;Ubiquinone biosynthesis protein <gene_name>, mitochondrial [COQ4].",1,3,4,4,PF05019,PTHR12922;PTHR12922:SF5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,4.04651,16.569223,10.2845715,10.375451,3.3370874997538915,0.32447511301310816,Flower bud 2,Ubiquitous,0.7160071838620785
Ca_03167,0.39873447045970795,Embryo,12.442982,Seed/Pod,Embryo;Pod Shell;Seed 5 dap;Flower 1;Seed Coat;Flower 3;Flower 2;Root;Germinating Seedling;Seed 10 dap;Flower bud 1;SAM;Gynoecium;Flower 5;Flower bud 2;Pedicel;Root tip;Flower bud 4;Young leaf;Flower bud 3;Nodule;Flower 4;Seed 20 dap;Root Hair;Sepal;Endosperm,26,cicar.CDCFrontier.gnm2.ann1.Ca_03167,chr02,cicar.CDCFrontier.gnm2.chr02,2323211,2325651,+,2441,Saccharopine dehydrogenase,"Saccharopine dehydrogenase; IPR005097 (Saccharopine dehydrogenase / Homospermidine synthase); GO:0016491 (oxidoreductase activity), GO:0055114 (oxidation-reduction process)","GO:0016491,GO:0055114",IPR005097;IPR016040,PF03435,PTHR12286;PTHR12286:SF0,G3DSA:3.40.50.720,NA,SSF51735,NA,"Gene3D:G3DSA:3.40.50.720,InterPro:IPR005097,InterPro:IPR016040,PANTHER:PTHR12286,PANTHER:PTHR12286:SF0,Pfam:PF03435,Superfamily:SSF51735",G3DSA:3.40.50.720,PTHR12286;PTHR12286:SF0,PF03435,NA,SSF51735,NA,NA,NA,NA,NA,NA,Saccharopine dehydrogenase,1,4,5,5,PF03435,PTHR12286;PTHR12286:SF0,G3DSA:3.40.50.720,NA,SSF51735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,2.926717,12.442982,7.63658134375,7.534235499999999,2.4287153106841592,0.31803698557757004,Embryo,Ubiquitous,0.716771456037278
Ca_02120,0.3565525198675491,Flower bud 1,221.758184,Flower organs,Flower bud 1;Flower 4;Flower 3;Flower bud 2;Flower bud 3;Germinating Seedling;Seed Coat;Flower 2;Flower 1;Pedicel;Root;Endosperm;Embryo;Flower 5;Flower bud 4;SAM;Young leaf;Gynoecium;Seed 5 dap;Androecium;Bracteole;Petal;Pod Shell;Shoot;Root tip;Sepal;Seed 10 dap;Mature leaf;Root Hair;Seed 20 dap;Nodule;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_02120,chr01,cicar.CDCFrontier.gnm2.chr01,46807389,46807826,+,438,eukaryotic translation initiation factor 1A-like protein,"eukaryotic translation initiation factor 1A-like protein; IPR001253 (Translation initiation factor 1A (eIF-1A)); GO:0003723 (RNA binding), GO:0003743 (translation initiation factor activity), GO:0006413 (translational initiation)","GO:0003723,GO:0003743,GO:0006413",IPR001253;IPR006196;IPR012340;IPR018104,PF01176,PTHR21668;PTHR21668:SF0,G3DSA:2.40.50.140,PS01262;PS50832,SSF50249,SM00652,"Gene3D:G3DSA:2.40.50.140,HAMAP:MF_00216,InterPro:IPR001253,InterPro:IPR006196,InterPro:IPR012340,InterPro:IPR018104,JCVI_TIGRFAMS:TIGR00523,PANTHER:PTHR21668,PANTHER:PTHR21668:SF0,Pfam:PF01176,Prosite:PS01262,Prosite:PS50832,SMART:SM00652,Superfamily:SSF50249",G3DSA:2.40.50.140,PTHR21668;PTHR21668:SF0,PF01176,PS01262;PS50832,SSF50249,SM00652,NA,NA,TIGR00523,MF_00216,NA,eIF-1A: translation initiation factor eIF-1A;Eukaryotic initiation factor 1A signature.;eukaryotic translation initiation factor 1A;S1 domain IF1 type profile.;Translation initiation factor 1A / IF-1;Translation initiation factor 1A [eif1a].,1,9,10,10,PF01176,PTHR21668;PTHR21668:SF0,G3DSA:2.40.50.140,PS01262;PS50832,SSF50249,SM00652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,31.2844395,221.758184,145.160633421875,140.8547195,52.31344155181804,0.36038311709333354,Flower bud 1,Ubiquitous,0.7169356369608826
Ca_23529,0.3764781685745525,Petal,102.654981,Flower organs,Petal;Flower 1;Root Hair;Seed Coat;Flower bud 4;Germinating Seedling;Flower bud 3;Flower 2;Flower 3;Root tip;Pod Shell;Mature leaf;Flower bud 2;Flower bud 1;Young leaf;Bracteole;Flower 5;Pedicel;Flower 4;Sepal;Shoot;Seed 10 dap;Seed 20 dap;Gynoecium;SAM;Root;Endosperm;Embryo;Seed 5 dap;Nodule;Androecium;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_23529,chr08,cicar.CDCFrontier.gnm2.chr08,5966369,5970173,+,3805,"3-dehydroquinate synthase, putative","3-dehydroquinate synthase, putative; IPR016037 (3-dehydroquinate synthase AroB); GO:0003856 (3-dehydroquinate synthase activity), GO:0005737 (cytoplasm), GO:0009073 (aromatic amino acid family biosynthetic process)","GO:0003856,GO:0005737,GO:0009073",IPR016037,PF01761,PTHR21090,G3DSA:1.20.1090.10;G3DSA:3.40.50.1970,NA,SSF56796,NA,"Gene3D:G3DSA:1.20.1090.10,Gene3D:G3DSA:3.40.50.1970,HAMAP:MF_00110,InterPro:IPR016037,JCVI_TIGRFAMS:TIGR01357,PANTHER:PTHR21090,Pfam:PF01761,Superfamily:SSF56796",G3DSA:1.20.1090.10;G3DSA:3.40.50.1970,PTHR21090,PF01761,NA,SSF56796,NA,NA,NA,TIGR01357,MF_00110,NA,3-dehydroquinate synthase;3-dehydroquinate synthase [aroB].;aroB: 3-dehydroquinate synthase,1,6,7,7,PF01761,PTHR21090,G3DSA:1.20.1090.10;G3DSA:3.40.50.1970,NA,SSF56796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,19.0139255,102.654981,65.215351734375,66.26550800000001,22.204501274971047,0.3404796675085179,Petal,Ubiquitous,0.7169578360830704
Ca_00807,0.3369978694024103,Sepal,17.378117,Flower organs,Sepal;Flower bud 4;Flower 3;Flower 1;Bracteole;Flower 2;Mature leaf;Flower 5;Pod Shell;Flower bud 2;Petal;Flower bud 3;Flower bud 1;Pedicel;Young leaf;Flower 4;Shoot;Root Hair;Seed 5 dap;Seed 10 dap;Gynoecium;Germinating Seedling;SAM;Seed Coat;Endosperm;Embryo;Root;Nodule;Androecium;Root tip,30,cicar.CDCFrontier.gnm2.ann1.Ca_00807,chr01,cicar.CDCFrontier.gnm2.chr01,6942803,6946497,-,3695,Magnesium transporter CorA-like family protein,"Magnesium transporter CorA-like family protein; IPR002523 (Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB); GO:0016020 (membrane), GO:0030001 (metal ion transport), GO:0046873 (metal ion transmembrane transporter activity), GO:0055085 (transmembrane transport)","GO:0016020,GO:0030001,GO:0046873,GO:0055085",IPR002523,PF01544,NA,G3DSA:1.20.58.340,NA,SSF143865;SSF144083,NA,"Gene3D:G3DSA:1.20.58.340,InterPro:IPR002523,Pfam:PF01544,Superfamily:SSF143865,Superfamily:SSF144083",G3DSA:1.20.58.340,NA,PF01544,NA,SSF143865;SSF144083,NA,NA,NA,NA,NA,NA,CorA-like Mg2+ transporter protein,1,3,4,4,PF01544,NA,G3DSA:1.20.58.340,NA,SSF143865;SSF144083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,2.603272,17.378117,11.704740734375,11.9954065,4.447891975476654,0.3800077316034766,Sepal,Ubiquitous,0.717005601005887
Ca_19896,0.39392135421591307,SAM,43.583951,Leaf/Shoot/SAM,SAM;Embryo;Seed 5 dap;Endosperm;Seed 10 dap;Gynoecium;Flower bud 1;Flower 3;Flower bud 2;Flower 5;Shoot;Root tip;Flower 2;Germinating Seedling;Flower 4;Flower bud 3;Nodule;Pedicel;Seed Coat;Pod Shell;Flower 1;Root;Flower bud 4;Petal;Young leaf;Sepal;Mature leaf;Androecium;Seed 20 dap;Bracteole;Root Hair;Seed 30 dap,32,cicar.CDCFrontier.gnm2.ann1.Ca_19896,chr07,cicar.CDCFrontier.gnm2.chr07,4351950,4354899,+,2950,uncharacterized protein LOC100815108 isoform X2 [Glycine max],uncharacterized protein LOC100815108 isoform X2 [Glycine max]; IPR027973 (Protein of unknown function DUF4602),NA,IPR027973,PF15375,NA,NA,NA,NA,NA,"InterPro:IPR027973,Pfam:PF15375",NA,NA,PF15375,NA,NA,NA,NA,NA,NA,NA,NA,Domain of unknown function (DUF4602),1,1,1,1,PF15375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,8.061066499999999,43.583951,26.95182228125,27.041746,8.715645564255867,0.32337871158786985,SAM,Ubiquitous,0.7173000658037829
Ca_24540,0.394611139700136,SAM,15.255309,Leaf/Shoot/SAM,SAM;Seed 5 dap;Gynoecium;Flower bud 1;Flower bud 2;Seed 10 dap;Young leaf;Flower bud 3;Flower bud 4;Flower 2;Sepal;Root tip;Petal;Flower 3;Flower 1;Flower 5;Flower 4;Endosperm;Shoot;Pod Shell;Mature leaf;Germinating Seedling;Embryo;Bracteole;Nodule;Androecium;Root;Seed Coat;Root Hair,29,cicar.CDCFrontier.gnm2.ann1.Ca_24540,chr08,cicar.CDCFrontier.gnm2.chr08,26817724,26823553,+,5830,carbon catabolite repressor protein 4 homolog 5-like isoform X1 [Glycine max],carbon catabolite repressor protein 4 homolog 5-like isoform X1 [Glycine max]; IPR005135 (Endonuclease/exonuclease/phosphatase),NA,IPR005135,PF03372,PTHR12121;PTHR12121:SF16,G3DSA:3.60.10.10,NA,SSF56219,NA,"Gene3D:G3DSA:3.60.10.10,InterPro:IPR005135,PANTHER:PTHR12121,PANTHER:PTHR12121:SF16,Pfam:PF03372,Superfamily:SSF56219",G3DSA:3.60.10.10,PTHR12121;PTHR12121:SF16,PF03372,NA,SSF56219,NA,NA,NA,NA,NA,NA,Endonuclease/Exonuclease/phosphatase family,1,4,5,6,PF03372,PTHR12121;PTHR12121:SF16,G3DSA:3.60.10.10,NA,SSF56219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,29,3.7795935,15.255309,9.42351646875,9.472334,3.042453986986489,0.3228576080994594,SAM,Ubiquitous,0.7174687477995954
